pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index,strategies
827,1,21,8,4,2,8,3,2,10000,10000,12000,1,3,1,5,,,4,2,4,4,6,4,3,7,4,6,,5,6,1,3,2,2,2,1,1,3,2,2,1,2,2,1,1,1,4,2,2,1,2,2,2,2,3,1,2,2,2,2,3,2,2,1,1,2,2,4,3,7,8,9,8,8,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,5,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4.5,[3 4]
828,1,40,7,4,2,9,2,2,10000,10000,12000,1,1,1,5,,,5,4,6,4,2,6,1,5,4,9,,6,6,2,0,2,1,2,3,1,2,3,4,2,2,3,2,3,2,3,2,3,2,3,3,2,2,1,1,4,2,2,2,3,3,2,3,2,3,3,5,4,9,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,8,8,8,8,8,8,9,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3.5,[1 3]
829,2,19,8,1,3,14,3,1,13000,10000,21000,2,1,1,5,,,7,5,5,0,9,5,1,6,4,6,,5,5,3,5,1,2,1,1,1,2,2,3,1,2,1,2,3,3,1,3,2,2,1,2,3,2,2,1,2,1,2,2,2,1,2,3,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,8,8,8,7,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,[3 4]
830,1,38,8,4,3,8,4,3,14000,13000,11000,12,6,12,4,,,6,5,6,6,2,3,6,0,4,,,1,2,2,0,1,2,3,3,5,4,1,4,4,2,1,3,3,3,1,1,1,3,3,1,3,3,1,2,4,4,3,3,4,4,4,3,4,3,3,2,3,9,8,8,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,8,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,1,2,4,[3 5]
832,2,28,10,1,2,8,2,1,12000,10000,21000,2,1,1,2,,,3,0,2,1,3,2,2,1,4,,,5,5,1,2,5,2,1,2,1,1,2,3,1,2,2,2,3,1,3,2,4,2,1,3,2,2,1,1,4,1,2,2,2,2,1,3,1,2,2,5,3,4,8,1,9,8,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,[]
833,2,16,4,2,3,1,3,3,10000,10000,10000,1,1,2,7,,,8,7,8,2,3,,1,9,4,,,6,1,3,3,3,3,3,2,3,2,2,3,3,4,2,2,2,3,4,4,4,4,2,2,4,4,2,2,4,4,2,3,3,3,4,2,3,3,4,2,2,2,8,8,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,4,1,7,8,2,2,8,0,0,0,0,0,0,0,0,0,1,0,0,4,3,4,5,5,3,3,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,4,[3 5]
848,1,36,10,1,2,17,2,3,10000,12000,13000,2,2,2,5,,,5,6,4,3,4,8,2,2,4,,1,6,6,3,4,3,1,2,3,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,3,3,2,4,2,1,2,1,2,2,3,2,4,3,5,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4.5,[3 4]
849,2,47,7,3,2,20,3,3,10000,10000,10000,12,1,,5,,,3,5,8,6,3,5,1,10,4,,,2,3,2,0,3,2,3,4,4,5,2,1,2,4,1,1,4,4,4,2,2,4,2,2,4,5,1,2,4,3,2,3,3,3,3,4,4,3,3,2,3,2,8,3,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,8,3,5,8,9,0,1,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[3 5]
854,1,51,7,3,3,6,2,2,99999,21000,21000,2,2,1,6,,,0,0,0,0,0,0,2,10,4,,,3,1,3,8,3,2,2,3,3,2,1,4,1,3,3,3,3,3,3,3,4,4,1,3,5,2,1,1,5,4,1,3,4,4,4,3,3,4,1,7,3,4,9,6,7,3,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,2,1,8,8,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,[3]
862,2,50,7,1,2,10,3,3,19000,,21000,1,,12,5,,,,,,,,,8,8,4,,,6,4,2,1,4,2,1,4,3,2,1,4,2,3,1,2,2,5,4,5,2,4,1,4,4,4,2,2,4,4,2,3,3,4,4,2,3,3,4,8,8,8,8,8,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,1,4,5,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,,,,4.5,[]
864,2,60,4,2,2,15,3,3,11000,11000,11000,2,2,12,7,,,2,8,2,1,2,,2,10,4,2,,6,2,2,8,1,1,1,2,5,5,1,2,1,5,1,2,1,5,5,2,2,2,1,4,3,5,1,4,5,1,5,3,3,3,4,1,1,3,1,8,8,8,8,8,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,[3 5]
865,1,62,7,1,2,12,2,2,11000,13000,10000,12,,12,5,,,5,5,,,5,,6,10,4,,,2,5,3,2,1,2,2,3,,1,3,,2,3,1,2,2,4,4,3,1,1,4,3,3,2,2,4,2,1,3,3,3,3,4,2,4,2,2,1,2,1,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,8,8,8,9,8,6,0,0,0,0,0,0,0,0,0,0,1,0,5,3,4,5,5,1,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,,,,4.5,[]
866,1,30,9,2,2,10,3,2,11000,12000,10000,,2,,5,,,,,,,,,1,,4,,,2,6,2,1,5,5,,2,1,1,1,5,4,1,1,5,1,5,1,3,1,5,1,5,1,5,1,1,5,1,5,3,2,2,4,1,4,3,4,1,1,8,8,8,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,8,8,8,8,8,8,7,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,1,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,2,3,[]
868,2,46,4,3,3,8,4,3,20000,22000,99999,6,3,3,5,,,1,4,7,,9,5,8,10,4,6,,4,1,2,3,4,4,1,3,2,1,1,1,1,1,1,1,3,5,2,2,2,2,3,2,5,5,2,5,4,1,3,3,3,3,4,3,4,2,3,1,1,9,9,3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,3,8,2,8,8,3,8,8,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,5,[5]
876,2,65,6,1,3,3,3,2,20000,,12000,12,,12,,,,1,0,0,0,0,1,8,10,4,,,4,4,2,0,3,2,3,3,5,1,1,1,2,5,2,2,,4,3,5,5,5,1,1,3,5,1,3,3,5,1,2,2,3,2,,3,2,1,7,7,7,8,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,9,8,9,8,8,9,9,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[]
881,1,63,10,2,2,,1,3,11000,13000,11000,,12,,5,,,,,0,2,,,12,,4,,,5,5,1,,3,3,4,5,4,4,2,,3,3,2,4,1,4,4,,,3,4,2,3,5,2,4,3,4,2,2,4,,4,1,3,3,1,5,5,9,9,8,9,9,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,[]
883,2,51,7,1,2,20,3,3,11000,10000,10000,,2,,2,,,5,5,0,0,0,,2,10,4,,,5,4,1,3,1,2,3,5,5,5,3,5,2,5,2,3,4,4,4,5,3,5,1,1,4,5,1,3,5,4,1,3,3,3,4,4,4,3,4,4,9,9,9,8,8,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,8,5,8,8,8,2,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,[1 3]
887,1,58,7,1,3,4,3,3,21000,10000,10000,,1,1,5,,,7,5,3,0,0,9,3,10,4,9,,3,4,2,3,3,2,3,4,5,4,2,,2,4,2,2,1,4,4,5,2,2,2,2,3,4,2,3,3,1,2,2,2,2,3,1,1,2,1,6,9,8,9,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,8,4,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[1]
889,1,50,9,1,2,,3,3,,99999,,,6,,5,,,10,10,0,0,10,0,6,10,4,,,5,4,1,8,5,4,5,5,5,1,5,2,1,1,3,4,3,2,4,4,1,4,1,4,1,2,2,1,5,1,1,3,4,3,3,3,3,3,4,8,9,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,8,8,8,7,9,9,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.5,[3]
894,1,51,7,3,2,,2,2,12000,17000,17000,2,1,2,5,,,6,5,1,2,5,,3,,4,,,7,4,1,4,3,4,4,4,4,2,3,4,4,3,3,2,3,3,4,5,,3,3,4,2,4,2,4,3,2,4,3,3,3,4,3,4,3,3,3,2,9,9,9,3,8,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,6,2,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,3.5,[]
898,2,70,4,1,2,6,3,3,10000,99999,,1,,,5,,,5,5,1,0,5,1,1,9,5,,,2,0,2,1,,2,,3,4,5,2,,2,3,3,4,1,3,4,,3,3,2,2,4,4,2,2,3,4,3,3,3,,3,1,4,3,1,3,9,2,1,8,8,8,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,8,8,9,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.5,[5]
899,2,55,7,1,2,15,3,3,,10000,,,1,,,,,,,,,,,1,8,4,,,2,4,2,2,,2,,3,4,2,2,5,2,2,3,4,2,3,4,,3,4,2,2,3,5,2,3,3,3,2,3,3,4,4,2,3,3,3,1,1,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,9,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.5,[1 3]
903,2,80,7,2,2,,3,1,18000,17000,,6,2,,,,,5,5,2,2,5,0,3,5,4,,,0,2,3,3,3,1,3,3,3,3,2,2,1,4,2,2,3,3,3,3,3,3,3,3,5,2,3,4,4,4,2,4,4,,4,3,4,4,1,9,7,7,8,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,8,8,8,9,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,1,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[]
911,1,56,8,1,1,20,2,1,17000,10000,10000,12,8,9,5,,,3,4,2,4,4,4,8,10,4,,,5,5,1,10,2,3,5,5,4,1,3,4,2,2,2,5,1,3,2,3,2,4,2,3,4,4,2,4,4,5,1,1,1,1,4,1,2,2,1,3,7,5,9,9,9,9,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,3,8,8,7,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,2,5,5,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,2,2,2.5,[1 3]
913,1,76,3,1,3,6,3,3,12000,11000,11000,3,1,,5,,,3,3,5,2,1,0,3,8,4,3,,4,6,3,3,2,2,2,3,,5,1,,2,4,2,1,4,4,5,4,3,2,3,2,4,3,2,2,4,5,4,,2,,1,4,,,2,3,2,4,2,8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,8,8,8,1,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,[1]
916,1,63,4,3,2,12,2,2,11000,,11000,1,,1,3,,,1,7,0,5,3,1,1,0,4,,1,7,4,3,5,2,3,1,3,4,3,4,1,2,3,2,3,2,2,2,2,2,2,1,4,3,2,2,1,2,1,3,3,2,2,1,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,[]
917,1,82,6,1,2,13,2,2,21000,10000,13000,12,2,1,5,,,5,4,0,0,5,0,1,10,4,,,4,5,1,2,5,4,,5,5,3,2,2,1,3,4,5,3,5,5,2,2,1,5,4,3,5,1,3,3,5,4,2,3,,4,3,4,2,1,7,9,7,9,8,8,8,8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,8,8,8,8,8,9,8,7,1,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,5,1,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,,,,1.5,[]
918,2,53,10,1,2,20,2,3,20000,13000,20000,6,3,6,5,,,3,5,7,6,5,5,3,10,4,,,4,5,2,0,3,2,2,5,5,5,1,5,1,3,1,1,2,5,3,3,2,5,1,3,3,5,1,3,4,3,1,2,1,1,1,2,2,1,1,7,4,9,8,8,8,8,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7,8,8,8,8,8,8,7,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[1 3]
919,2,60,6,1,1,,1,2,13000,,20000,1,,6,5,,,8,8,0,0,9,0,1,10,4,,,6,5,1,5,3,2,1,3,4,1,3,1,2,2,3,,,3,3,5,1,3,3,3,3,3,1,3,2,3,2,2,2,2,3,,2,2,1,7,2,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,8,8,8,8,8,8,7,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,[]
920,2,48,7,1,3,20,4,3,12000,17000,17000,12,12,12,6,,,2,2,7,3,2,2,3,9,4,3,,3,4,3,3,2,5,2,3,4,2,2,4,2,3,2,2,2,4,4,2,2,4,2,4,4,4,2,3,4,3,3,3,3,3,4,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[]
923,2,53,3,1,2,13,4,1,77777,11000,12000,,1,,5,,,7,2,2,0,0,3,1,9,4,1,,1,3,2,,,3,2,3,5,4,2,2,3,,2,2,2,5,2,2,2,2,4,3,4,4,2,2,3,1,5,3,4,4,3,2,4,4,1,7,7,8,8,8,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[3]
926,2,25,7,1,2,7,3,3,17000,17000,12000,12,12,12,5,,,3,3,3,3,7,2,6,8,4,6,,2,3,3,5,3,2,3,3,4,2,2,2,3,4,2,2,2,3,4,4,1,4,2,4,4,4,2,2,4,2,2,2,2,3,3,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,[5]
933,2,43,4,3,3,12,3,2,10000,11000,11000,1,2,,5,,,5,3,2,3,5,,2,10,4,,,5,5,2,1,1,1,3,1,3,2,3,3,2,5,1,1,2,5,4,5,1,4,4,4,2,5,1,3,5,2,1,4,4,4,4,2,4,4,1,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,1,8,8,3,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[3]
935,2,47,7,3,2,11,3,2,,13000,,,1,,5,,,2,0,0,0,0,0,1,5,4,1,,6,6,3,1,3,3,3,3,4,1,1,4,2,5,1,2,4,5,5,4,2,2,4,1,4,5,1,4,4,2,3,4,4,4,4,4,4,3,1,7,8,3,8,8,8,8,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,[3]
937,1,30,7,1,1,19,3,2,14000,11000,,,3,,,,,7,3,0,,0,5,8,10,4,1,,2,1,3,,2,3,2,5,5,2,2,3,2,,1,3,2,4,4,2,2,2,3,3,,4,1,3,3,3,2,3,2,3,4,2,4,3,3,9,8,2,1,8,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,8,8,8,5,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,4,[]
939,2,51,7,2,2,7,3,2,21000,10000,10000,12,2,1,5,,,7,7,0,1,6,1,6,10,4,,,4,3,1,7,3,3,3,4,5,2,3,5,1,2,1,3,1,4,3,4,3,3,1,3,4,5,2,3,3,3,3,4,3,3,4,1,4,3,2,1,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,8,8,7,5,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,[]
944,1,16,9,3,,,3,3,,20000,,,6,,,,,4,9,2,2,3,1,6,7,4,2,,1,2,1,8,4,4,2,4,2,2,2,5,3,2,3,5,2,4,2,2,4,2,3,2,5,4,2,3,4,4,2,4,4,4,4,2,2,3,4,9,8,1,8,8,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,8,8,8,2,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,[3 5]
950,2,38,7,2,2,5,3,3,19000,,10000,1,,2,5,,,5,7,7,0,4,,2,10,4,,,4,4,3,4,3,1,3,2,5,4,2,,2,4,1,2,2,5,4,4,3,4,1,3,2,5,2,4,4,2,3,2,3,3,3,2,4,2,3,5,2,1,8,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,9,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,[]
952,2,82,7,4,1,16,3,2,,99999,,,1,,5,,,10,2,5,5,5,1,1,10,4,1,,4,4,1,5,5,2,1,2,1,1,1,5,1,3,1,1,,2,1,3,2,2,1,2,5,4,1,3,2,2,2,4,2,,3,,,3,3,7,8,7,7,8,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,8,8,1,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[1 3]
957,1,16,4,2,2,14,3,2,10000,10000,12000,2,2,2,6,,,3,8,4,1,4,4,2,8,4,2,,2,6,3,4,2,1,2,3,2,2,2,2,1,2,1,3,3,2,2,3,3,1,1,3,2,2,2,2,3,2,2,2,3,2,2,3,3,3,4,8,8,8,8,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,2,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,2,2,4,[3]
960,2,58,4,2,3,6,3,2,11000,11000,10000,1,1,2,4,,,7,4,0,0,6,2,3,6,4,6,,4,1,3,3,4,2,3,2,5,4,3,3,5,3,3,5,,5,4,3,1,2,5,3,5,4,2,3,5,2,5,3,3,4,4,,,3,2,3,8,9,2,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,8,8,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,[]
964,1,31,7,1,2,16,3,3,10000,12000,12000,3,12,3,6,,,3,2,8,2,0,0,6,7,4,3,,6,6,3,3,2,2,3,3,4,3,2,,3,3,2,2,2,4,4,4,1,4,2,3,4,4,2,3,4,3,3,2,2,2,3,2,2,3,3,9,9,9,8,9,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,4,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,4,[]
979,1,42,9,4,4,,2,2,10000,10000,10000,1,1,1,5,,,9,4,1,1,5,2,1,10,4,1,,5,5,3,4,4,3,1,4,,3,3,4,3,3,3,3,2,4,4,,2,2,3,4,3,3,2,2,3,5,1,2,2,2,3,2,1,3,2,1,3,1,,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,9,9,5,3,1,8,0,0,0,0,0,0,0,0,0,1,0,0,5,3,3,4,4,3,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,3,[1 3]
992,1,48,7,1,2,13,3,3,,10000,,,,,5,,,5,5,0,0,5,0,1,9,4,,,7,3,1,1,5,1,1,5,5,1,3,3,1,4,1,2,,5,5,4,5,2,2,4,3,4,1,1,2,1,2,3,3,3,3,,2,3,1,8,7,7,8,8,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,[1 5]
994,1,55,7,1,2,,2,1,22000,13000,,1,12,,3,,,,,,,,,1,0,4,,,5,1,3,5,5,1,1,5,1,1,1,3,1,2,1,3,,,3,1,1,5,2,2,4,5,1,1,3,3,4,2,1,1,1,,,2,1,7,7,3,9,3,7,8,8,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,7,8,7,8,8,8,7,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,1,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,2,2,4,[1]
1004,1,79,3,1,2,4,3,1,,13000,,,2,,5,,,4,5,5,,0,0,2,5,4,1,,3,5,3,5,2,3,,,,,2,,3,2,1,1,3,2,3,3,3,2,3,3,4,2,3,3,3,1,4,4,4,4,4,3,3,,1,7,6,1,8,8,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[3]
